,year_released,reporting_year,race,sex,age_at_release,conviction_class,convicting_type,conviction_subtype,release_type,supervising_district,recidivism,recidivism_type,days_to_recidivism,new_conviction_class,new_conviction_type,new_conviction_subtype,target_poulation,sort_number,initial_supervision_status,recidivism_supervision_status
197,2010,2013,White - Non-Hispanic,,35-44,D Felony,Property,Theft,Parole,3JD,Yes,Parole,516.0,,,,Yes,,,
198,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Violent,Assault,Parole,5JD,No,Parole,,,,,Yes,,,
199,2010,2013,Black - Non-Hispanic,,Under 25,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,235.0,B Felony,Drug,Trafficking,Yes,,,
200,2010,2013,White - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole,5JD,Yes,Parole,169.0,,,,Yes,,,
201,2010,2013,White - Non-Hispanic,,Under 25,D Felony,Drug,Other Drug,Parole,3JD,Yes,Parole,182.0,,,,Yes,,,
202,2010,2013,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Special Sentence,1JD,Yes,Special Sentence,90.0,,,,Yes,,,
203,2010,2013,White - Non-Hispanic,,25-34,C Felony,Violent,Sex,Parole,2JD,No,Parole,,,,,Yes,,,
204,2010,2013,White - Non-Hispanic,,25-34,C Felony,Property,Arson,Parole,5JD,No,Parole,,,,,Yes,,,
205,2010,2013,Black - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole,5JD,Yes,Parole,442.0,Aggravated Misdemeanor,Property,Theft,Yes,,,
206,2010,2013,White - Non-Hispanic,,45-54,Felony - Enhanced,Drug,Trafficking,Parole,1JD,Yes,Parole,194.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
207,2010,2013,Black - Non-Hispanic,,45-54,D Felony,Drug,Other Drug,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
208,2010,2013,Black - Non-Hispanic,,35-44,C Felony,Property,Burglary,Parole,5JD,Yes,Parole,174.0,,,,Yes,,,
209,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,No,Parole,,,,,Yes,,,
210,2010,2013,Black - Non-Hispanic,,45-54,Felony - Enhanced,Property,Forgery/Fraud,Parole,7JD,Yes,Parole,880.0,,,,Yes,,,
211,2010,2013,Black - Non-Hispanic,,45-54,D Felony,Property,Burglary,Parole,5JD,No,Parole,,,,,Yes,,,
212,2010,2013,White - Non-Hispanic,,55 and Older,D Felony,Public Order,OWI,Parole,4JD,Yes,Parole,134.0,,,,Yes,,,
213,2010,2013,White - Non-Hispanic,,35-44,Felony - Enhanced,Drug,Trafficking,Parole,7JD,No,Parole,,,,,Yes,,,
214,2010,2013,White - Non-Hispanic,,35-44,Felony - Enhanced,Drug,Trafficking,Parole,7JD,No,Parole,,,,,Yes,,,
215,2010,2013,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Property,Theft,Parole,2JD,No,Parole,,,,,Yes,,,
216,2010,2013,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,283.0,D Felony,Property,Theft,No,,,
217,2010,2013,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,Parole,95.0,Serious Misdemeanor,Public Order,Flight/Escape,Yes,,,
218,2010,2013,White - Non-Hispanic,,Under 25,C Felony,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,547.0,,,,No,,,
219,2010,2013,Black - Non-Hispanic,,45-54,D Felony,Public Order,Sex Offender Registry/Residency,Parole,1JD,Yes,Parole,1037.0,Aggravated Misdemeanor,Public Order,Traffic,Yes,,,
220,2010,2013,Black - Non-Hispanic,,45-54,C Felony,Property,Theft,Parole,8JD,No,Parole,,,,,Yes,,,
221,2010,2013,White - Non-Hispanic,,45-54,D Felony,Public Order,Weapons,Parole,3JD,No,Parole,,,,,Yes,,,
222,2010,2013,White - Non-Hispanic,,45-54,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
223,2010,2013,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,500.0,C Felony,Violent,Robbery,No,,,
224,2010,2013,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,No,Special Sentence,,,,,Yes,,,
225,2010,2013,Black - Non-Hispanic,,55 and Older,D Felony,Drug,Drug Possession,Parole,7JD,No,Parole,,,,,Yes,,,
226,2010,2013,White - Hispanic,,Under 25,C Felony,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
227,2010,2013,White - Hispanic,,Under 25,C Felony,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
228,2010,2013,American Indian or Alaska Native - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,3JD,Yes,Parole,341.0,,,,Yes,,,
229,2010,2013,White - Non-Hispanic,,35-44,Felony - Enhanced,Property,Forgery/Fraud,Parole,8JD,Yes,Parole,511.0,,,,Yes,,,
230,2010,2013,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,1035.0,Aggravated Misdemeanor,Property,Theft,No,,,
231,2010,2013,White - Non-Hispanic,,35-44,D Felony,Drug,Other Drug,Parole,5JD,No,Parole,,,,,Yes,,,
232,2010,2013,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
233,2010,2013,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
234,2010,2013,White - Non-Hispanic,,55 and Older,Other Felony (Old Code),Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
235,2010,2013,White - Non-Hispanic,,55 and Older,Other Felony (Old Code),Violent,Murder/Manslaughter,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
236,2010,2013,White - Non-Hispanic,,25-34,D Felony,Property,Burglary,Parole,6JD,Yes,Parole,293.0,,,,Yes,,,
237,2010,2013,White - Non-Hispanic,,25-34,Felony - Enhanced,Drug,Trafficking,Parole,2JD,Yes,Parole,305.0,D Felony,Public Order,OWI,Yes,,,
238,2010,2013,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,7JD,No,Parole,,,,,Yes,,,
239,2010,2013,White - Non-Hispanic,,35-44,D Felony,Violent,Assault,Parole,5JD,No,Parole,,,,,Yes,,,
240,2010,2013,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
241,2010,2013,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
242,2010,2013,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
243,2010,2013,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
244,2010,2013,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
245,2010,2013,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
246,2010,2013,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
247,2010,2013,Black - Non-Hispanic,,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
248,2010,2013,White - Non-Hispanic,,25-34,D Felony,Drug,Other Drug,Parole,7JD,No,Parole,,,,,Yes,,,
249,2010,2013,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,377.0,D Felony,Property,Theft,No,,,
250,2010,2013,Black - Non-Hispanic,,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,473.0,Aggravated Misdemeanor,Property,Vandalism,No,,,
251,2010,2013,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,776.0,Aggravated Misdemeanor,Property,Vandalism,No,,,
252,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
253,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
254,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Property,Theft,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
255,2010,2013,American Indian or Alaska Native - Non-Hispanic,,35-44,D Felony,Property,Burglary,Parole,1JD,No,Parole,,,,,Yes,,,
256,2010,2013,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,8JD,No,Parole,,,,,Yes,,,
257,2010,2013,White - Non-Hispanic,,55 and Older,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,411.0,Aggravated Misdemeanor,Public Order,Traffic,No,,,
258,2010,2013,Black - Non-Hispanic,,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
259,2010,2013,Black - Non-Hispanic,,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
260,2010,2013,Black - Non-Hispanic,,45-54,D Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
261,2010,2013,White - Non-Hispanic,,35-44,Felony - Enhanced,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,1094.0,Aggravated Misdemeanor,Public Order,Traffic,No,,,
262,2010,2013,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Parole,342.0,,,,Yes,,,
263,2010,2013,White - Non-Hispanic,,25-34,Felony - Enhanced,Property,Theft,Parole,2JD,Yes,Parole,262.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,,,
264,2010,2013,White - Non-Hispanic,,Under 25,C Felony,Property,Arson,Parole,4JD,No,Parole,,,,,Yes,,,
265,2010,2013,American Indian or Alaska Native - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,392.0,D Felony,Drug,Trafficking,No,,,
266,2010,2013,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,1JD,Yes,Parole,470.0,C Felony,Drug,Trafficking,Yes,,,
267,2010,2013,White - Hispanic,,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
268,2010,2013,White - Non-Hispanic,,Under 25,C Felony,Property,Burglary,Parole,3JD,Yes,Parole,218.0,,,,Yes,,,
269,2010,2013,Black - Non-Hispanic,,35-44,D Felony,Property,Burglary,Parole,5JD,No,Parole,,,,,Yes,,,
270,2010,2013,Black - Non-Hispanic,,35-44,D Felony,Property,Burglary,Parole,5JD,No,Parole,,,,,Yes,,,
271,2010,2013,White - Hispanic,,55 and Older,D Felony,Public Order,OWI,Parole,3JD,Yes,Parole,202.0,,,,Yes,,,
272,2010,2013,White - Hispanic,,Under 25,C Felony,Property,Burglary,Parole,5JD,No,Parole,,,,,Yes,,,
273,2010,2013,White - Hispanic,,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
274,2010,2013,White - Hispanic,,25-34,D Felony,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
275,2010,2013,White - Non-Hispanic,,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
276,2010,2013,White - Non-Hispanic,,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
277,2010,2013,White - Non-Hispanic,,35-44,C Felony,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
278,2010,2013,White - Hispanic,,25-34,D Felony,Drug,Trafficking,Parole,6JD,Yes,Parole,252.0,,,,Yes,,,
279,2010,2013,Black - Non-Hispanic,,35-44,D Felony,Property,Theft,Parole,1JD,No,Parole,,,,,Yes,,,
280,2010,2013,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
281,2010,2013,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
282,2010,2013,White - Non-Hispanic,,45-54,B Felony,Violent,Sex,Parole,7JD,No,Parole,,,,,Yes,,,
283,2010,2013,White - Non-Hispanic,,35-44,D Felony,Drug,Drug Possession,Parole,8JD,Yes,Parole,178.0,,,,Yes,,,
284,2010,2013,White - Non-Hispanic,,Under 25,D Felony,Drug,Other Drug,Parole,6JD,Yes,Parole,159.0,,,,Yes,,,
285,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,4JD,No,Parole,,,,,Yes,,,
286,2010,2013,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole,7JD,No,Parole,,,,,Yes,,,
287,2010,2013,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,Parole,457.0,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,,,
288,2010,2013,White - Non-Hispanic,,Under 25,D Felony,Public Order,OWI,Parole,6JD,No,Parole,,,,,Yes,,,
289,2010,2013,White - Non-Hispanic,,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
290,2010,2013,White - Non-Hispanic,,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
291,2010,2013,White - Non-Hispanic,,25-34,Felony - Enhanced,Drug,Trafficking,Parole,1JD,No,Parole,,,,,Yes,,,
292,2010,2013,Black - Non-Hispanic,,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
293,2010,2013,Black - Non-Hispanic,,35-44,D Felony,Property,Vandalism,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
294,2010,2013,Black - Non-Hispanic,,45-54,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,103.0,D Felony,Property,Burglary,No,,,
295,2010,2013,White - Non-Hispanic,,55 and Older,D Felony,Drug,Trafficking,Parole,3JD,No,Parole,,,,,Yes,,,
296,2010,2013,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,3JD,Yes,Special Sentence,86.0,,,,Yes,,,
297,2010,2013,White - Non-Hispanic,,25-34,C Felony,Violent,Murder/Manslaughter,Parole,3JD,No,Parole,,,,,Yes,,,
298,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole,3JD,Yes,Parole,26.0,,,,Yes,,,
299,2010,2013,Black - Non-Hispanic,,25-34,C Felony,Violent,Assault,Parole,7JD,No,Parole,,,,,Yes,,,
300,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
301,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
302,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
303,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
304,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
305,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
306,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
307,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
308,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
309,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
310,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
311,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
312,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
313,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
314,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
315,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
316,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
317,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
318,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
319,2010,2013,White - Non-Hispanic,,25-34,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Parole,66.0,,,,Yes,,,
320,2010,2013,White - Non-Hispanic,,45-54,C Felony,Property,Theft,Parole,1JD,No,Parole,,,,,Yes,,,
321,2010,2013,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole,2JD,Yes,Parole,383.0,C Felony,Drug,Trafficking,Yes,,,
322,2010,2013,White - Non-Hispanic,,45-54,Felony - Enhanced,Public Order,Flight/Escape,Parole,1JD,Yes,Parole,385.0,D Felony,Property,Theft,Yes,,,
323,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Parole,8JD,No,Parole,,,,,Yes,,,
324,2010,2013,White - Non-Hispanic,,45-54,D Felony,Violent,Assault,Parole,7JD,No,Parole,,,,,Yes,,,
325,2010,2013,Black - Non-Hispanic,,35-44,D Felony,Public Order,Flight/Escape,Parole,5JD,Yes,Parole,240.0,Aggravated Misdemeanor,Public Order,Traffic,Yes,,,
326,2010,2013,White - Non-Hispanic,,45-54,C Felony,Drug,Trafficking,Parole,4JD,Yes,Parole,456.0,,,,Yes,,,
327,2010,2013,White - Non-Hispanic,,35-44,C Felony,Property,Theft,Parole,1JD,Yes,Parole,385.0,,,,Yes,,,
328,2010,2013,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Parole,173.0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,,,
329,2010,2013,White - Non-Hispanic,,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,160.0,,,,Yes,,,
330,2010,2013,Black - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,912.0,C Felony,Drug,Trafficking,Yes,,,
331,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Public Order,OWI,Parole,3JD,Yes,Parole,174.0,,,,Yes,,,
332,2010,2013,White - Non-Hispanic,,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,Parole,842.0,,,,Yes,,,
333,2010,2013,White - Non-Hispanic,,45-54,C Felony,Property,Arson,Parole,4JD,No,Parole,,,,,Yes,,,
334,2010,2013,White - Non-Hispanic,,25-34,Felony - Enhanced,Violent,Murder/Manslaughter,Parole,2JD,No,Parole,,,,,Yes,,,
335,2010,2013,White - Non-Hispanic,,25-34,D Felony,Drug,Trafficking,Parole,7JD,Yes,Parole,1027.0,Serious Misdemeanor,Public Order,OWI,Yes,,,
336,2010,2013,White -,,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,No,Discharged – End of Sentence,,,,,No,,,
337,2010,2013,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole,1JD,No,Parole,,,,,Yes,,,
338,2010,2013,White - Non-Hispanic,,25-34,C Felony,Property,Theft,Parole,1JD,No,Parole,,,,,Yes,,,
339,2010,2013,White - Non-Hispanic,,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,228.0,,,,No,,,
340,2010,2013,White - Non-Hispanic,,35-44,Aggravated Misdemeanor,Property,Theft,Parole,2JD,Yes,Parole,1087.0,D Felony,Drug,Drug Possession,Yes,,,
341,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Drug,Drug Possession,Parole,3JD,Yes,Parole,133.0,D Felony,Drug,Trafficking,Yes,,,
342,2010,2013,White - Non-Hispanic,,Under 25,D Felony,Public Order,Traffic,Parole,5JD,No,Parole,,,,,Yes,,,
343,2010,2013,White - Non-Hispanic,,Under 25,D Felony,Property,Burglary,Parole,5JD,Yes,Parole,175.0,,,,Yes,,,
344,2010,2013,White - Non-Hispanic,,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,708.0,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,,,
345,2010,2013,White - Non-Hispanic,,35-44,C Felony,Drug,Other Drug,Parole,8JD,No,Parole,,,,,Yes,,,
346,2010,2013,White - Non-Hispanic,,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,497.0,Aggravated Misdemeanor,Property,Burglary,No,,,
347,2010,2013,White - Non-Hispanic,,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Parole,3JD,No,Parole,,,,,Yes,,,
348,2010,2013,White - Non-Hispanic,,25-34,Felony - Enhanced,Property,Burglary,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,1009.0,,,,No,,,
349,2010,2013,Black - Non-Hispanic,,35-44,D Felony,Drug,Other Drug,Parole,1JD,No,Parole,,,,,Yes,,,
350,2010,2013,White - Non-Hispanic,,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,Parole,405.0,B Felony,Drug,Trafficking,Yes,,,
351,2010,2013,Black - Non-Hispanic,,25-34,D Felony,Public Order,Sex Offender Registry/Residency,Parole,1JD,No,Parole,,,,,Yes,,,
352,2010,2013,White - Non-Hispanic,,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,376.0,D Felony,Property,Burglary,No,,,
353,2010,2013,White - Non-Hispanic,,Under 25,D Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,Discharged – End of Sentence,655.0,Aggravated Misdemeanor,Drug,Drug Possession,No,,,
